map_stamp,frame,cell_i,cell_j,x,y,z_raw,z_inpainted,z_smooth,slope,roughness,hole_mask_recon,hole_mask_filtered,traversability,traversability_mask,observed,inside_map,binary_safe
0,map,35,50,6.3750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,36,50,6.3250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,37,50,6.2750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,38,50,6.2250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,39,50,6.1750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,40,50,6.1250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,41,50,6.0750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,42,50,6.0250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,43,50,5.9750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,44,50,5.9250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,45,50,5.8750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,46,50,5.8250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,47,50,5.7750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,48,50,5.7250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
